locations: latitude,locations: longitude
0.8714947690428567,0.10620317131473336
0.8669190238493243,0.105595346202415
0.8739005547410117,0.10557264399017044
0.8708725047448571,0.10744584843501075
0.866957404387387,0.10619829549551849
0.867798057424208,0.10566144608264517
0.8718692409744545,0.10632915056618966
0.8719304753783635,0.10623552790614546
0.8729624836396351,0.10620956583173638
0.8729248921229643,0.10619750568323483
0.8717367924337536,0.10599668822439197
0.870997530933569,0.10608395437679993
0.8710142986293818,0.10611391973187123
0.8672093826787998,0.10627142463296735
0.8719660685694989,0.10624458755051477
0.8716992247066728,0.10598795501340805
0.8714907961813751,0.10594013978893335
0.8713408997529128,0.10624550728440382
0.8707213496567824,0.1065950663321763
0.8715413728490949,0.10605876366895245
0.869657961868049,0.10558506193649257
0.8713012335976678,0.10714864029796028
0.8721032623205354,0.10635582927367214
0.8789769439200915,0.10564051250940047
0.8759713195771687,0.10587055637650712
0.8694426631748943,0.10545988193705795
0.8714996062594306,0.10598136206515191
0.8711432342406689,0.10638864249173019
0.8713528324207938,0.10640834308192011
0.8689183881969033,0.10604857492280462
0.8718917140998125,0.10455211334137157
0.8723356755300014,0.10620052798685682
0.8705822574687325,0.10791616574861106
0.8666859572389521,0.10772307198762072
0.8754540149489622,0.10697165978467538
0.8709982803056449,0.10603246509985488
0.8752051383323606,0.10467900736481768
0.8796739868284075,0.1055334865169073
0.8783276586131152,0.1056332068855167
0.8784669863101735,0.10564278412802805
0.8715119650226528,0.10588942540727242
0.8715442434595865,0.10596583132608463
0.8719252892478071,0.10597011688219148
0.8717390017333007,0.10593541138569393
0.8722449816841702,0.10637900096867205
0.8732721923781839,0.10611030045760596
0.871607745804381,0.10622086914666953
0.8707178109156639,0.10635888064272148
0.8718393057407383,0.10603873720433837
0.8713700045396315,0.10640797640332267
0.8713483798025867,0.1063916653543135
0.8692023883188408,0.10649407376770152
0.8709980463746795,0.1060270275245572
0.8722882390881231,0.10615606094042826
0.8746921414437598,0.10576794561913694
0.8720079831740255,0.10508076810748163
0.8717555268863165,0.10507262075778569
0.8714551712707871,0.10597540745067342
0.8710000050508988,0.10710380773277905
0.8711207411835997,0.10711340453893513
0.8755829029810701,0.10616733574833634
0.8696612776095185,0.10583399527837323
0.864744020960929,0.10525600081145865
0.8665531003102946,0.10557135223066043
0.8675872258450501,0.10530603511220096
0.8713744769824966,0.107304657611376
0.8754612192297121,0.10719710563632168
0.8733243193341664,0.10662347050840235
0.8716318525886189,0.10624814813384599
0.8692878325952095,0.10692719441513071
0.8714994238725761,0.10620326410230523
0.8740481294958355,0.10683898473608798
0.8758445210640237,0.10584230088398061
0.8683067419857768,0.10648211814495875
0.8666859572389521,0.10772307198762072
0.8733578626556552,0.10662516024834118
