hours: Monday: Open,hours: Monday: Close,hours: Tuesday: Open,hours: Tuesday: Close,hours: Wednesday: Open,hours: Wednesday: Close,hours: Thursday: Open,hours: Thursday: Close,hours: Friday: Open,hours: Friday: Close,hours: Saturday: Open,hours: Saturday: Close,hours: Sunday: Open,hours: Sunday: Close
0.375,0.75,0.375,0.75,0.375,0.75,0.375,0.75,0.375,0.7083333333333334,0.4166666666666667,0.7083333333333334,0.39919520116029494,0.6475631384790046
0.20833333333333334,0.0,0.20833333333333334,0.0,0.20833333333333334,0.0,0.20833333333333334,0.0,0.20833333333333334,0.0,0.20833333333333334,0.0,0.20833333333333334,0.0
0.38231067413141817,0.7056404171658505,0.38876994991298697,0.7126799559969975,0.3906583322876175,0.7115461301431909,0.3919601195683896,0.712412076962597,0.38976912157648896,0.674086106240256,0.3921358629130988,0.6417613936866298,0.39919520116029494,0.6475631384790046
0.38231067413141817,0.7056404171658505,0.38876994991298697,0.7126799559969975,0.3906583322876175,0.7115461301431909,0.3919601195683896,0.712412076962597,0.38976912157648896,0.674086106240256,0.3921358629130988,0.6417613936866298,0.39919520116029494,0.6475631384790046
0.4166666666666667,0.875,0.4166666666666667,0.875,0.4166666666666667,0.875,0.4166666666666667,0.875,0.4166666666666667,0.875,0.3333333333333333,0.8333333333333334,0.4166666666666667,0.75
0.2916666666666667,0.9166666666666666,0.2916666666666667,0.875,0.2916666666666667,0.9166666666666666,0.2916666666666667,0.9166666666666666,0.2916666666666667,0.9166666666666666,0.3333333333333333,0.8333333333333334,0.4166666666666667,0.8333333333333334
0.4583333333333333,0.9166666666666666,0.4583333333333333,0.9166666666666666,0.4583333333333333,0.9166666666666666,0.4583333333333333,0.9166666666666666,0.4583333333333333,0.9166666666666666,0.5,0.9166666666666666,0.5,0.875
0.4166666666666667,0.041666666666666664,0.4166666666666667,0.041666666666666664,0.4166666666666667,0.041666666666666664,0.4166666666666667,0.041666666666666664,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.041666666666666664
0.38231067413141817,0.7056404171658505,0.38876994991298697,0.7126799559969975,0.4583333333333333,0.75,0.4583333333333333,0.75,0.4583333333333333,0.75,0.4583333333333333,0.75,0.5,0.7083333333333334
0.38231067413141817,0.7056404171658505,0.38876994991298697,0.7126799559969975,0.3906583322876175,0.7115461301431909,0.3919601195683896,0.712412076962597,0.38976912157648896,0.674086106240256,0.3921358629130988,0.6417613936866298,0.39919520116029494,0.6475631384790046
0.3333333333333333,0.7916666666666666,0.3333333333333333,0.7916666666666666,0.3333333333333333,0.7916666666666666,0.3333333333333333,0.7916666666666666,0.3333333333333333,0.7916666666666666,0.4166666666666667,0.625,0.39919520116029494,0.6475631384790046
0.4166666666666667,0.7708333333333334,0.4166666666666667,0.7708333333333334,0.4166666666666667,0.7708333333333334,0.4166666666666667,0.7708333333333334,0.4166666666666667,0.7708333333333334,0.5,0.75,0.39919520116029494,0.6475631384790046
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3333333333333333,0.75,0.3333333333333333,0.75,0.3333333333333333,0.75,0.3333333333333333,0.75,0.3333333333333333,0.75,0.3333333333333333,0.75,0.4166666666666667,0.7083333333333334
0.38231067413141817,0.7056404171658505,0.38876994991298697,0.7126799559969975,0.3906583322876175,0.7115461301431909,0.3919601195683896,0.712412076962597,0.38976912157648896,0.674086106240256,0.3921358629130988,0.6417613936866298,0.39919520116029494,0.6475631384790046
