user_id,item_id,rating,is_test,is_tune,is_train
0,13,4.0,False,False,True
0,147,1.5,False,False,True
0,669,4.0,False,False,True
0,931,3.5,False,False,True
0,1496,3.5,False,False,True
2,22,4.5,False,False,True
2,95,4.0,False,False,True
2,181,3.0,False,False,True
2,192,4.0,False,False,True
2,210,5.0,False,False,True
2,493,4.5,False,False,True
2,534,3.0,True,False,False
2,641,4.5,False,False,True
2,2564,3.0,False,False,True
3,364,5.0,True,False,False
3,443,4.0,True,False,False
3,506,5.0,False,False,True
3,601,4.5,False,False,True
3,697,5.0,False,False,True
3,854,4.5,False,False,True
3,1100,4.0,False,False,True
3,1412,5.0,False,False,True
3,1446,5.0,False,False,True
3,1735,5.0,True,False,False
3,2051,4.5,False,False,True
3,2134,4.5,False,False,True
3,2166,5.0,True,False,False
3,2254,4.0,False,False,True
4,93,3.0,False,False,True
4,145,3.5,False,False,True
4,281,5.0,True,False,False
4,307,2.5,False,False,True
4,400,2.5,True,False,False
4,478,2.5,False,False,True
4,755,2.5,False,False,True
4,930,4.0,False,False,True
4,1032,4.0,False,False,True
4,1446,3.5,False,False,True
4,2728,1.5,False,False,True
5,141,5.0,False,False,True
5,628,5.0,False,False,True
5,694,5.0,False,False,True
5,1070,4.5,False,False,True
5,2133,5.0,False,False,True
6,44,4.5,True,False,False
6,313,4.5,False,False,True
6,1995,4.5,False,False,True
7,0,5.0,False,False,True
7,10,4.5,False,False,True
7,26,4.5,False,False,True
7,82,5.0,False,False,True
7,114,5.0,False,False,True
7,179,3.0,False,False,True
7,190,4.0,False,False,True
7,191,4.5,False,False,True
7,192,4.5,False,False,True
7,195,4.5,False,False,True
7,210,4.0,False,False,True
7,241,3.0,False,False,True
7,276,4.5,False,False,True
7,298,3.5,False,False,True
7,303,4.0,False,False,True
7,336,3.5,False,False,True
7,373,5.0,False,False,True
7,409,5.0,False,False,True
7,465,0.5,False,False,True
7,482,4.5,False,False,True
7,508,4.0,False,False,True
7,514,4.5,True,False,False
7,543,4.0,True,False,False
7,545,5.0,False,False,True
7,634,4.5,False,False,True
7,648,5.0,False,False,True
7,666,4.0,True,False,False
7,678,4.5,False,False,True
7,792,5.0,False,False,True
7,799,4.5,False,False,True
7,901,4.0,False,False,True
7,912,4.5,False,False,True
7,922,4.5,False,False,True
7,926,4.5,True,False,False
7,929,5.0,False,False,True
7,1000,5.0,True,False,False
7,1135,4.5,False,False,True
7,1165,5.0,False,False,True
7,1183,3.5,False,False,True
7,1187,4.5,False,False,True
7,1193,4.5,False,False,True
7,1291,4.5,False,False,True
7,1431,4.5,False,False,True
7,1520,4.0,False,False,True
7,1561,4.5,False,False,True
7,1576,4.0,False,False,True
7,1577,4.0,False,False,True
7,1722,4.0,False,False,True
7,1736,3.5,False,False,True
7,1751,4.5,False,False,True
7,1880,4.5,False,False,True
7,1921,5.0,False,False,True
7,1950,3.5,False,False,True
7,1979,5.0,False,False,True
7,1996,5.0,False,False,True
7,2072,3.0,False,False,True
