user_id,item_id,rating,is_test,is_tune,is_train
0,0,5.0,False,False,True
0,1,3.0,False,False,True
0,2,4.0,False,False,True
0,3,3.0,False,False,True
0,4,3.0,False,False,True
0,5,5.0,True,False,False
0,6,4.0,False,False,True
0,7,1.0,False,False,True
0,8,5.0,False,False,True
0,9,3.0,True,False,False
0,10,2.0,False,False,True
0,11,5.0,True,False,False
0,12,5.0,False,False,True
0,13,5.0,True,False,False
0,14,5.0,False,False,True
0,15,5.0,False,False,True
0,16,3.0,True,False,False
0,17,4.0,False,False,True
0,18,5.0,False,False,True
0,19,4.0,True,False,False
0,20,1.0,False,False,True
0,21,4.0,False,False,True
0,22,4.0,True,False,False
0,23,3.0,True,False,False
0,24,4.0,False,False,True
0,25,3.0,False,False,True
0,26,2.0,True,False,False
0,27,4.0,False,False,True
0,28,1.0,False,False,True
0,29,3.0,False,False,True
0,30,3.0,True,False,False
0,31,5.0,False,False,True
0,32,4.0,True,False,False
0,33,2.0,False,False,True
0,34,1.0,False,False,True
0,35,2.0,True,False,False
0,36,2.0,False,False,True
0,37,3.0,False,False,True
0,38,4.0,True,False,False
0,39,3.0,False,False,True
0,40,2.0,False,False,True
0,41,5.0,False,False,True
0,42,4.0,False,False,True
0,43,5.0,True,False,False
0,44,5.0,False,False,True
0,45,4.0,False,False,True
0,46,4.0,True,False,False
0,47,5.0,False,False,True
0,48,3.0,True,False,False
0,49,5.0,False,False,True
0,50,4.0,True,False,False
0,51,4.0,False,False,True
0,52,3.0,True,False,False
0,53,3.0,True,False,False
0,54,5.0,False,False,True
0,55,4.0,True,False,False
0,56,5.0,False,False,True
0,57,4.0,False,False,True
0,58,5.0,False,False,True
0,59,5.0,True,False,False
0,60,4.0,True,False,False
0,61,3.0,True,False,False
0,62,2.0,False,False,True
0,63,5.0,True,False,False
0,64,4.0,True,False,False
0,65,4.0,False,False,True
0,66,3.0,True,False,False
0,67,4.0,False,False,True
0,68,3.0,True,False,False
0,69,3.0,True,False,False
0,70,3.0,False,False,True
0,71,4.0,True,False,False
0,72,3.0,True,False,False
0,73,1.0,True,False,False
0,74,4.0,False,False,True
0,75,4.0,True,False,False
0,76,4.0,False,False,True
0,77,1.0,True,False,False
0,78,4.0,False,False,True
0,79,4.0,True,False,False
0,80,5.0,True,False,False
0,81,5.0,True,False,False
0,82,3.0,False,False,True
0,83,4.0,True,False,False
0,84,3.0,True,False,False
0,85,5.0,True,False,False
0,86,5.0,False,False,True
0,87,4.0,False,False,True
0,88,5.0,False,False,True
0,89,4.0,True,False,False
0,90,5.0,True,False,False
0,91,3.0,True,False,False
0,92,5.0,False,False,True
0,93,2.0,False,False,True
0,94,4.0,False,False,True
0,95,5.0,True,False,False
0,96,3.0,True,False,False
0,97,4.0,True,False,False
0,98,3.0,False,False,True
0,99,5.0,True,False,False
0,100,2.0,False,False,True
0,101,2.0,True,False,False
0,102,1.0,True,False,False
0,103,1.0,True,False,False
0,104,2.0,False,False,True
0,105,4.0,False,False,True
0,106,4.0,True,False,False
0,107,5.0,True,False,False
0,108,5.0,False,False,True
0,109,1.0,False,False,True
0,110,5.0,False,False,True
0,111,1.0,True,False,False
0,112,5.0,True,False,False
0,113,5.0,True,False,False
0,114,5.0,False,False,True
0,115,3.0,False,False,True
0,116,3.0,True,False,False
0,117,3.0,True,False,False
0,118,5.0,False,False,True
0,119,1.0,True,False,False
0,120,4.0,True,False,False
0,121,3.0,False,False,True
0,122,4.0,False,False,True
0,123,5.0,False,False,True
0,124,3.0,True,False,False
0,125,2.0,False,False,True
0,126,5.0,False,False,True
0,127,4.0,True,False,False
0,128,5.0,True,False,False
0,129,3.0,True,False,False
0,130,1.0,False,False,True
0,131,4.0,True,False,False
0,132,4.0,False,False,True
0,133,4.0,True,False,False
0,134,4.0,False,False,True
0,135,3.0,False,False,True
0,136,5.0,False,False,True
0,137,1.0,False,False,True
0,138,3.0,False,False,True
0,139,1.0,True,False,False
0,140,3.0,False,False,True
0,141,2.0,False,False,True
0,142,1.0,True,False,False
0,143,4.0,False,False,True
0,144,2.0,True,False,False
0,145,4.0,False,False,True
0,146,3.0,False,False,True
0,147,2.0,True,False,False
0,148,2.0,False,False,True
0,149,5.0,True,False,False
0,150,4.0,True,False,False
0,151,5.0,False,False,True
0,152,3.0,False,False,True
0,153,5.0,True,False,False
0,154,2.0,True,False,False
0,155,4.0,False,False,True
0,156,4.0,True,False,False
0,157,3.0,False,False,True
0,158,3.0,True,False,False
0,159,4.0,True,False,False
0,160,4.0,True,False,False
0,161,4.0,False,False,True
0,162,4.0,True,False,False
0,163,3.0,True,False,False
0,164,5.0,False,False,True
0,165,5.0,False,False,True
0,166,2.0,False,False,True
0,167,5.0,False,False,True
0,168,5.0,False,False,True
0,169,5.0,True,False,False
0,170,5.0,True,False,False
0,171,5.0,False,False,True
0,172,5.0,False,False,True
0,173,5.0,True,False,False
0,174,5.0,True,False,False
0,175,5.0,False,False,True
0,176,5.0,True,False,False
0,177,5.0,False,False,True
0,178,3.0,False,False,True
0,179,3.0,True,False,False
0,180,5.0,False,False,True
0,181,4.0,False,False,True
0,182,5.0,True,False,False
0,183,4.0,True,False,False
0,184,4.0,True,False,False
0,185,4.0,True,False,False
0,186,4.0,False,False,True
0,187,3.0,True,False,False
0,188,3.0,True,False,False
0,189,5.0,True,False,False
0,190,5.0,False,False,True
0,191,4.0,False,False,True
0,192,4.0,True,False,False
0,193,4.0,False,False,True
0,194,5.0,False,False,True
0,195,5.0,True,False,False
0,196,5.0,False,False,True
0,197,5.0,False,False,True
0,198,4.0,False,False,True
0,199,3.0,True,False,False
0,200,3.0,True,False,False
0,201,5.0,True,False,False
0,202,4.0,False,False,True
0,203,5.0,False,False,True
0,204,3.0,False,False,True
0,205,4.0,True,False,False
0,206,5.0,False,False,True
0,207,5.0,True,False,False
0,208,4.0,True,False,False
0,209,4.0,True,False,False
0,210,3.0,False,False,True
0,211,4.0,True,False,False
0,212,2.0,True,False,False
0,213,4.0,True,False,False
0,214,3.0,True,False,False
0,215,5.0,False,False,True
0,216,3.0,False,False,True
0,217,3.0,True,False,False
0,218,1.0,True,False,False
0,219,3.0,False,False,True
0,220,5.0,True,False,False
0,221,4.0,True,False,False
0,222,5.0,False,False,True
0,223,5.0,True,False,False
0,224,2.0,True,False,False
0,225,3.0,True,False,False
0,226,4.0,True,False,False
0,227,5.0,True,False,False
0,228,4.0,True,False,False
0,229,4.0,True,False,False
0,230,1.0,False,False,True
0,231,3.0,True,False,False
0,232,2.0,True,False,False
0,233,4.0,False,False,True
0,234,5.0,True,False,False
0,235,4.0,True,False,False
0,236,2.0,False,False,True
0,237,4.0,False,False,True
0,238,4.0,False,False,True
0,239,3.0,False,False,True
0,240,4.0,True,False,False
0,241,5.0,True,False,False
0,242,1.0,True,False,False
0,243,2.0,False,False,True
0,244,2.0,False,False,True
0,245,5.0,False,False,True
0,246,1.0,False,False,True
0,247,4.0,True,False,False
0,248,4.0,False,False,True
0,249,4.0,True,False,False
0,250,4.0,False,False,True
0,251,2.0,True,False,False
0,252,5.0,True,False,False
0,253,1.0,True,False,False
0,254,2.0,True,False,False
0,255,4.0,False,False,True
0,256,4.0,False,False,True
0,257,5.0,True,False,False
0,258,1.0,True,False,False
0,259,1.0,True,False,False
0,260,1.0,False,False,True
0,261,3.0,True,False,False
0,262,1.0,False,False,True
0,263,2.0,True,False,False
0,264,4.0,True,False,False
0,265,1.0,True,False,False
0,266,4.0,True,False,False
0,267,5.0,False,False,True
0,268,5.0,False,False,True
0,269,5.0,False,False,True
0,270,2.0,False,False,True
0,271,3.0,True,False,False
1,0,4.0,False,False,True
1,9,2.0,False,False,True
1,12,4.0,True,False,False
