user_id,item_id,rating,is_test,is_tune,is_train
1,1353,70.0,False,False,True
1,1906,50.0,True,False,False
1,2992,30.0,False,False,True
3,1156,50.0,False,False,True
3,1997,90.0,False,False,True
5,2663,90.0,True,False,False
9,57,70.0,False,False,True
9,211,70.0,False,False,True
9,927,90.0,False,False,True
9,1108,90.0,False,False,True
9,1116,90.0,False,False,True
9,1158,70.0,False,False,True
9,1296,90.0,False,False,True
9,1494,70.0,False,False,True
9,1656,90.0,False,False,True
9,1675,90.0,False,False,True
9,1826,90.0,False,False,True
9,1886,90.0,True,False,False
9,2041,90.0,False,False,True
9,2043,70.0,False,False,True
9,2079,30.0,False,False,True
9,2105,70.0,False,False,True
9,2138,70.0,False,False,True
9,2142,50.0,False,False,True
9,2686,30.0,False,False,True
9,2740,90.0,False,False,True
11,108,80.0,False,False,True
11,344,100.0,False,False,True
11,1238,90.0,True,False,False
13,2663,90.0,False,False,True
14,478,90.0,False,False,True
14,900,70.0,False,False,True
15,1589,90.0,False,False,True
15,1842,50.0,False,False,True
16,778,90.0,True,False,False
16,1589,50.0,False,False,True
16,1817,90.0,False,False,True
16,1997,90.0,False,False,True
16,2429,30.0,False,False,True
16,2488,90.0,False,False,True
16,2663,90.0,False,False,True
16,2686,90.0,False,False,True
17,549,88.0,False,False,True
17,634,70.0,False,False,True
17,1589,10.0,True,False,False
17,1779,72.0,False,False,True
17,2488,90.0,False,False,True
20,2663,90.0,False,False,True
21,1842,90.0,False,False,True
24,1068,90.0,True,False,False
24,1589,70.0,True,False,False
24,2488,30.0,False,False,True
27,1589,30.0,False,False,True
30,1842,90.0,False,False,True
36,1346,30.0,False,False,True
36,2482,90.0,False,False,True
39,444,30.0,True,False,False
39,515,50.0,True,False,False
39,1589,30.0,False,False,True
39,1997,70.0,False,False,True
39,2425,50.0,False,False,True
40,1416,50.0,False,False,True
40,2488,70.0,False,False,True
41,2506,30.0,False,False,True
44,200,50.0,False,False,True
44,429,50.0,False,False,True
44,448,50.0,False,False,True
44,634,50.0,False,False,True
44,686,70.0,False,False,True
44,778,30.0,False,False,True
44,811,30.0,False,False,True
44,830,70.0,True,False,False
44,846,30.0,False,False,True
44,1158,30.0,False,False,True
44,1166,50.0,True,False,False
44,1279,30.0,False,False,True
44,1589,70.0,False,False,True
44,1759,50.0,False,False,True
44,1844,50.0,False,False,True
44,1997,30.0,False,False,True
44,2288,30.0,False,False,True
44,2503,30.0,False,False,True
44,2663,50.0,False,False,True
44,2791,30.0,False,False,True
44,2872,30.0,False,False,True
48,2972,100.0,False,False,True
49,778,90.0,False,False,True
49,2663,90.0,False,False,True
50,732,90.0,False,False,True
58,1589,70.0,False,False,True
58,1842,90.0,False,False,True
66,2663,90.0,False,False,True
67,55,30.0,False,False,True
67,108,90.0,False,False,True
67,575,90.0,False,False,True
67,937,70.0,True,False,False
67,2972,50.0,True,False,False
71,338,81.0,False,False,True
71,1127,84.0,False,False,True
74,2663,90.0,False,False,True
75,732,30.0,False,False,True
75,1997,90.0,False,False,True
76,94,50.0,False,False,True
76,211,70.0,False,False,True
76,2552,90.0,False,False,True
82,1835,90.0,False,False,True
83,2129,90.0,False,False,True
91,1481,50.0,False,False,True
94,2663,90.0,False,False,True
96,801,70.0,False,False,True
96,1009,90.0,True,False,False
96,2356,70.0,False,False,True
97,9,89.0,False,False,True
97,17,90.0,False,False,True
97,49,90.0,False,False,True
